"patch1.before","patch2.before","patch1.after","patch2.after"
53,47,48,52
97,43,91,49
75,55,73,57
85,47,76,56
86,46,78,54
98,42,93,47
55,38,48,45
88,45,84,49
80,56,76,60
71,33,67,37
74,46,66,54
86,41,76,51
88,47,82,53
69,41,64,46
71,54,64,61
75,51,70,56
85,53,82,56
81,46,76,51
79,64,72,71
85,60,77,68
87,59,84,62
82,40,78,44
89,41,82,48
86,53,78,61
68,43,58,53
79,58,70,67
83,50,77,56
86,55,84,57
84,45,76,53
91,55,87,59
73,50,68,55
78,50,72,56
77,55,72,60
97,70,92,75
78,57,73,62
76,51,71,56
74,64,70,68
76,46,72,50
79,49,71,57
88,65,80,73
96,53,89,60
88,50,84,54
79,59,73,65
80,31,75,36
70,49,68,51
76,58,72,62
94,48,88,54
82,45,65,62
66,48,61,53
68,56,69,55
85,41,71,55
79,43,74,48
93,50,89,54
68,42,66,44
86,63,84,65
69,32,61,40
76,47,71,52
61,55,60,56
84,43,73,54
68,36,62,42
84,48,81,51
62,52,61,53
92,47,85,54
91,51,84,58
64,53,61,56
110,51,94,67
80,51,75,56
89,39,81,47
63,46,55,54
81,56,80,57
82,51,77,56
83,46,78,51
72,45,68,49
81,44,76,49
90,44,77,57
61,66,59,68
77,62,77,62
72,38,71,39
74,48,72,50
88,62,82,68
61,48,52,57
90,48,87,51
68,48,70,46
75,43,68,50
83,45,78,50
83,55,80,58
79,51,75,55
82,50,77,55
81,51,78,54
83,52,79,56
79,39,65,53
77,46,76,47
56,47,52,51
63,52,56,59
78,61,72,67
69,50,63,56
93,52,83,62
95,47,83,59
82,55,78,59
87,52,83,56
70,47,71,46
93,49,87,55
79,50,76,53
86,45,80,51
69,51,68,52
91,58,87,62
82,40,72,50
74,55,70,59
74,55,76,53
72,47,71,48
63,46,59,50
76,48,70,54
85,44,82,47
65,55,65,55
69,58,67,60
74,47,68,53
80,56,81,55
64,55,62,57
92,37,82,47
89,45,73,61
84,47,73,58
93,55,85,63
67,54,67,54
74,45,72,47
88,48,74,62
90,67,84,73
82,49,76,55
92,57,88,61
83,53,83,53
84,60,75,69
91,50,83,58
80,68,79,69
83,48,78,53
90,42,85,47
82,56,83,55
79,43,74,48
91,50,86,55
78,53,75,56
85,54,78,61
92,56,78,70
79,46,75,50
87,46,79,54
89,42,83,48
81,49,73,57
71,58,70,59
82,48,76,54
74,41,67,48
69,48,66,51
61,42,61,42
85,55,84,56
71,49,70,50
83,53,77,59
98,47,88,57
79,52,74,57
76,48,68,56
76,47,74,49
75,43,69,49
75,58,70,63
72,55,68,59
75,57,72,60
71,48,69,50
87,47,77,57
102,55,98,59
80,46,81,45
78,41,74,45
77,44,71,50
76,67,74,69
76,59,72,63
79,37,72,44
74,62,72,64
91,47,80,58
82,46,78,50
115,58,104,69
72,45,70,47
92,58,88,62
73,46,69,50
84,55,81,58
66,55,67,54
65,41,63,43
88,46,83,51
80,45,73,52
78,49,76,51
86,55,80,61
75,49,72,52
90,49,89,50
81,56,82,55
85,52,83,54
72,51,69,54
72,57,69,60
75,40,67,48
86,51,81,56
62,55,56,61
99,60,91,68
78,56,78,56
64,47,54,57
83,48,82,49
75,48,68,55
99,48,82,65
84,45,74,55
85,49,83,51
69,43,63,49
89,47,84,52
80,45,72,53
90,50,88,52
83,49,76,56
78,60,73,65
77,47,77,47
77,43,75,45
91,47,84,54
79,54,73,60
74,62,76,60
83,39,79,43
69,39,59,49
83,40,77,46
72,43,68,47
85,68,83,70
76,48,69,55
84,47,80,51
64,54,61,57
75,58,70,63
82,60,76,66
78,46,72,52
80,68,83,65
87,43,79,51
72,55,76,51
70,53,65,58
82,48,80,50
69,55,72,52
74,54,71,57
86,56,78,64
78,50,79,49
67,64,66,65
77,49,71,55
78,61,81,58
79,42,77,44
86,56,84,58
100,45,89,56
82,36,73,45
83,57,79,61
92,33,78,47
86,46,78,54
88,59,84,63
90,51,84,57
85,66,83,68
81,46,76,51
62,52,55,59
72,42,68,46
82,45,72,55
86,55,79,62
85,35,79,41
69,54,68,55
89,39,81,47
90,52,81,61
92,61,84,69
88,64,83,69
79,46,74,51
74,44,73,45
69,45,62,52
88,47,85,50
77,55,73,59
74,46,69,51
84,47,80,51
82,69,75,76
76,50,70,56
73,44,69,48
78,50,74,54
62,55,63,54
84,51,79,56
84,45,79,50
75,59,71,63
89,42,76,55
79,52,72,59
65,48,64,49
75,46,70,51
69,47,63,53
84,52,76,60
89,66,85,70
92,45,86,51
73,53,69,57
57,45,57,45
81,51,74,58
82,57,82,57
82,42,78,46
78,44,65,57
80,55,72,63
66,54,64,56
74,46,72,48
78,67,78,67
92,42,86,48
74,55,72,57
92,45,87,50
80,48,72,56
82,59,78,63
93,50,89,54
75,38,71,42
82,57,73,66
77,54,68,63
84,56,80,60
57,35,56,36
85,53,78,60
82,48,80,50
75,55,69,61
87,51,78,60
73,47,71,49
72,40,71,41
77,51,75,53
71,59,72,58
85,46,79,52
69,58,67,60
77,50,69,58
85,51,79,57
81,42,71,52
84,54,81,57
73,39,69,43
76,61,74,63
71,59,68,62
86,50,82,54
66,49,60,55
67,61,67,61
79,63,77,65
78,65,77,66
76,45,69,52
79,51,77,53
84,43,80,47
86,53,83,56
81,55,75,61
70,56,70,56
88,42,81,49
84,53,81,56
85,49,77,57
100,48,88,60
81,52,78,55
80,53,73,60
85,53,81,57
88,57,85,60
80,50,76,54
74,51,72,53
73,62,69,66
74,50,69,55
85,50,77,58
62,40,55,47
85,37,76,46
75,51,76,50
84,44,77,51
79,56,72,63
84,47,76,55
102,54,94,62
89,50,83,56
81,54,77,58
76,57,70,63
77,45,74,48
94,54,89,59
74,49,71,52
77,41,74,44
95,47,90,52
73,44,72,45
86,57,81,62
65,67,66,66
76,51,70,57
88,45,82,51
84,40,76,48
78,59,74,63
76,52,70,58
79,48,78,49
67,54,68,53
82,45,78,49
90,46,85,51
88,48,79,57
69,48,66,51
95,39,93,41
77,42,73,46
75,43,70,48
74,43,67,50
82,51,81,52
62,56,62,56
76,47,69,54
63,46,60,49
90,54,87,57
78,53,76,55
89,60,81,68
79,49,75,53
81,47,76,52
62,53,62,53
98,43,91,50
91,49,87,53
87,44,77,54
83,56,77,62
74,52,73,53
86,47,75,58
79,45,71,53
82,45,76,51
76,61,69,68
69,47,61,55
75,55,73,57
86,50,84,52
100,44,85,59
74,55,68,61
91,50,79,62
89,47,76,60
76,44,69,51
78,58,72,64
84,48,78,54
72,55,72,55
74,51,71,54
81,44,78,47
68,50,66,52
92,63,89,66
71,59,72,58
68,51,62,57
90,57,88,59
81,45,74,52
98,56,93,61
94,49,84,59
66,52,69,49
75,58,71,62
88,60,81,67
84,56,80,60
84,48,79,53
87,60,81,66
90,67,86,71
83,42,74,51
89,51,85,55
89,51,79,61
90,44,85,49
70,45,67,48
85,53,79,59
92,47,86,53
93,42,82,53
70,33,65,38
86,54,83,57
87,48,81,54
73,52,71,54
89,46,86,49
74,49,69,54
75,53,70,58
86,42,70,58
73,62,69,66
65,52,66,51
77,46,74,49
80,52,78,54
81,61,79,63
91,53,85,59
71,46,67,50
66,51,69,48
94,60,93,61
77,51,76,52
79,52,75,56
71,43,70,44
92,44,83,53
72,53,73,52
65,65,63,67
87,62,80,69
63,48,56,55
89,38,76,51
70,60,67,63
71,43,62,52
78,54,74,58
66,51,64,53
75,57,68,64
63,52,56,59
70,57,66,61
93,49,80,62
80,63,81,62
76,42,70,48
72,50,69,53
74,51,70,55
76,52,77,51
86,41,78,49
81,60,79,62
69,52,68,53
71,34,66,39
67,51,63,55
67,49,61,55
72,49,67,54
80,51,72,59
73,49,73,49
80,50,78,52
87,41,83,45
87,37,79,45
88,58,81,65
83,45,80,48
87,55,79,63
70,42,67,45
79,51,77,53
75,61,71,65
87,56,81,62
87,57,81,63
87,48,81,54
75,45,71,49
83,42,76,49
82,51,78,55
74,57,77,54
88,50,82,56
77,52,73,56
81,46,77,50
70,66,69,67
84,42,75,51
92,50,85,57
96,45,84,57
79,48,72,55
93,40,84,49
97,51,86,62
79,56,75,60
74,46,74,46
73,61,77,57
87,49,78,58
87,50,86,51
82,33,76,39
86,45,78,53
70,64,70,64
86,63,83,66
75,60,73,62
75,62,75,62
74,56,75,55
81,37,77,41
81,54,80,55
96,45,84,57
80,38,68,50
82,51,78,55
83,56,81,58
90,44,78,56
84,49,79,54
84,59,80,63
73,62,69,66
79,46,74,51
73,42,69,46
97,41,83,55
92,41,81,52
70,52,68,54
98,58,88,68
99,47,91,55
76,52,69,59
80,46,72,54
89,48,83,54
75,46,67,54
69,69,72,66
82,55,77,60
68,43,68,43
77,46,72,51
93,61,90,64
80,47,72,55
79,54,73,60
76,53,72,57
70,36,61,45
87,43,83,47
59,45,56,48
69,56,69,56
81,56,77,60
87,43,79,51
73,49,67,55
75,44,68,51
75,41,73,43
95,50,93,52
77,52,72,57
98,47,91,54
86,52,82,56
72,53,67,58
86,54,83,57
87,51,83,55
77,52,76,53
71,54,70,55
67,49,64,52
83,43,79,47
84,45,78,51
97,54,91,60
80,49,75,54
84,48,78,54
74,55,72,57
92,44,82,54
74,61,72,63
84,47,73,58
64,54,66,52
61,63,63,61
92,50,80,62
77,56,77,56
83,56,74,65
86,47,82,51
74,47,70,51
89,65,84,70
77,44,72,49
83,54,76,61
86,63,85,64
85,63,79,69
90,48,79,59
93,50,85,58
89,57,84,62
82,41,75,48
81,51,73,59
63,53,63,53
64,54,62,56
84,41,78,47
68,54,65,57
73,52,67,58
94,50,81,63
67,42,64,45
63,48,59,52
71,54,65,60
69,46,63,52
83,42,72,53
74,48,69,53
82,61,76,67
86,42,77,51
97,54,92,59
81,53,71,63
93,45,85,53
65,52,62,55
58,54,56,56
82,52,78,56
85,56,82,59
87,41,77,51
78,57,77,58
91,54,92,53
70,44,70,44
83,60,81,62
74,52,71,55
76,50,69,57
76,40,66,50
78,54,78,54
87,43,83,47
81,46,75,52
76,60,72,64
77,51,71,57
83,40,69,54
66,33,63,36
86,58,81,63
69,56,66,59
96,44,83,57
90,40,78,52
87,54,81,60
78,46,68,56
73,46,69,50
92,58,82,68
73,60,68,65
68,51,65,54
99,47,91,55
79,52,76,55
68,66,69,65
71,51,66,56
80,60,75,65
84,48,80,52
79,50,75,54
83,57,76,64
82,43,74,51
74,52,73,53
78,52,73,57
67,59,65,61
66,46,62,50
84,53,79,58
64,51,59,56
86,42,82,46
83,49,74,58
72,57,72,57
93,54,86,61
78,62,79,61
74,53,68,59
82,52,73,61
80,51,76,55
75,46,70,51
84,57,83,58
80,51,73,58
71,53,66,58
83,39,81,41
97,51,96,52
69,38,60,47
68,48,66,50
88,56,79,65
80,47,73,54
69,58,66,61
68,51,67,52
75,52,71,56
88,44,81,51
95,48,89,54
77,55,72,60
88,48,82,54
84,45,80,49
71,46,67,50
86,51,81,56
90,40,83,47
79,43,79,43
72,43,62,53
76,54,74,56
64,42,63,43
74,48,68,54
72,55,70,57
76,42,68,50
76,42,73,45
86,56,82,60
76,54,72,58
66,46,57,55
85,53,81,57
78,58,75,61
77,47,73,51
83,56,81,58
71,51,65,57
70,56,67,59
74,63,70,67
71,48,69,50
83,47,74,56
82,53,81,54
80,54,80,54
72,64,76,60
94,46,88,52
79,41,70,50
88,55,86,57
79,61,76,64
91,41,78,54
73,46,70,49
79,36,69,46
85,58,81,62
76,51,73,54
79,45,74,50
78,51,78,51
68,58,64,62
62,56,58,60
89,53,80,62
81,43,76,48
75,47,66,56
83,48,80,51
72,47,65,54
75,54,71,58
67,51,67,51
70,52,61,61
72,65,74,63
68,52,66,54
88,44,78,54
72,46,64,54
84,53,80,57
67,40,64,43
70,61,68,63
76,58,71,63
69,35,63,41
93,41,86,48
88,56,82,62
71,53,69,55
70,50,67,53
71,43,66,48
85,55,84,56
99,58,92,65
81,43,72,52
70,47,63,54
82,28,75,35
64,60,67,57
78,50,75,53
82,40,74,48
81,53,74,60
83,47,73,57
76,52,71,57
78,53,68,63
77,51,71,57
73,54,68,59
76,58,73,61
86,52,79,59
67,36,64,39
68,40,60,48
97,42,84,55
88,62,83,67
76,54,71,59
67,50,63,54
92,57,83,66
77,61,75,63
88,43,81,50
68,52,66,54
76,45,69,52
66,42,65,43
72,39,62,49
78,47,71,54
103,55,97,61
79,50,74,55
100,54,88,66
78,46,76,48
103,50,90,63
62,50,56,56
78,59,76,61
80,44,78,46
85,61,85,61
95,58,89,64
79,39,72,46
89,53,81,61
81,51,77,55
82,47,74,55
83,55,79,59
88,50,85,53
64,48,59,53
77,43,69,51
79,50,75,54
89,40,81,48
65,43,63,45
78,39,77,40
76,57,76,57
88,45,84,49
72,45,68,49
84,48,74,58
66,60,67,59
76,48,74,50
88,40,81,47
79,54,76,57
70,56,67,59
71,55,72,54
64,52,59,57
76,55,73,58
81,38,73,46
82,47,73,56
85,46,82,49
73,55,70,58
76,52,78,50
87,52,81,58
85,68,82,71
94,49,89,54
76,39,67,48
80,55,74,61
100,48,87,61
93,56,90,59
73,60,72,61
77,47,73,51
77,36,71,42
54,60,52,62
74,58,73,59
82,39,72,49
77,45,74,48
82,46,70,58
86,52,79,59
69,45,67,47
74,53,69,58
88,48,81,55
80,49,73,56
85,62,84,63
80,60,81,59
82,60,84,58
62,48,59,51
73,54,66,61
84,64,76,72
77,58,77,58
84,43,70,57
72,41,67,46
75,43,67,51
102,61,92,71
95,51,86,60
99,44,88,55
76,45,70,51
93,45,86,52
71,59,66,64
59,46,57,48
82,43,69,56
86,48,78,56
72,49,68,53
86,45,79,52
85,39,78,46
82,49,76,55
100,58,103,55
71,63,66,68
87,52,83,56
81,33,74,40
66,42,59,49
81,56,78,59
93,47,82,58
73,47,68,52
85,51,77,59
87,50,81,56
90,41,76,55
76,58,77,57
65,44,63,46
90,68,85,73
83,48,83,48
82,54,79,57
89,53,81,61
74,47,67,54
78,57,70,65
82,50,79,53
67,37,66,38
82,49,78,53
103,44,91,56
71,49,69,51
86,50,87,49
89,63,83,69
89,52,80,61
60,38,56,42
67,49,60,56
69,54,66,57
71,46,68,49
82,51,78,55
81,39,73,47
62,50,61,51
80,50,75,55
73,53,66,60
65,47,65,47
66,50,70,46
66,48,63,51
83,51,76,58
74,54,64,64
90,46,86,50
84,51,76,59
81,56,76,61
78,49,70,57
65,51,64,52
76,44,70,50
95,45,86,54
75,58,73,60
71,49,69,51
85,52,80,57
84,57,82,59
88,53,80,61
76,44,67,53
86,50,80,56
71,43,63,51
73,45,71,47
77,39,72,44
80,46,77,49
94,66,91,69
77,64,76,65
86,59,81,64
76,42,69,49
78,62,78,62
69,69,64,74
81,53,79,55
85,56,81,60
83,53,72,64
92,37,83,46
78,40,66,52
79,56,75,60
87,53,79,61
83,52,80,55
83,44,78,49
82,51,79,54
90,56,83,63
73,58,66,65
83,57,76,64
80,49,76,53
64,56,59,61
78,43,76,45
79,56,77,58
83,48,75,56
81,36,76,41
77,46,71,52
86,45,71,60
94,49,88,55
78,50,70,58
69,44,66,47
85,44,82,47
93,41,79,55
98,42,90,50
79,45,69,55
86,49,82,53
76,58,75,59
91,48,79,60
79,58,73,64
89,40,79,50
71,58,64,65
79,49,74,54
78,54,78,54
79,41,73,47
64,56,63,57
81,51,70,62
80,43,75,48
56,56,57,55
68,48,66,50
87,39,79,47
78,59,77,60
87,63,85,65
60,50,61,49
80,44,80,44
64,50,61,53
71,51,58,64
71,54,69,56
75,51,72,54
81,47,73,55
70,50,68,52
77,52,73,56
93,48,90,51
84,53,78,59
85,48,80,53
84,49,82,51
69,62,72,59
81,51,71,61
85,64,81,68
87,56,83,60
80,48,70,58
70,58,65,63
67,57,67,57
97,44,93,48
72,40,70,42
86,51,80,57
77,53,73,57
72,55,71,56
83,50,73,60
97,55,90,62
81,60,76,65
74,58,74,58
76,36,66,46
87,45,76,56
78,55,71,62
71,64,67,68
90,39,76,53
59,42,56,45
96,42,87,51
86,50,79,57
83,52,70,65
74,45,65,54
84,37,78,43
71,53,65,59
86,56,82,60
79,58,81,56
58,43,57,44
70,56,63,63
76,54,71,59
83,71,81,73
69,52,68,53
72,47,77,42
83,54,82,55
66,46,62,50
78,53,77,54
74,45,71,48
91,51,86,56
73,54,68,59
78,48,72,54
73,61,72,62
65,57,65,57
92,53,82,63
80,48,71,57
84,57,82,59
71,48,70,49
81,43,78,46
88,55,83,60
76,61,74,63
73,51,73,51
73,35,71,37
108,52,101,59
74,51,71,54
73,42,68,47
78,53,72,59
93,33,79,47
68,40,65,43
69,50,68,51
90,49,82,57
84,53,76,61
73,46,72,47
83,49,82,50
85,52,83,54
99,45,86,58
88,52,81,59
95,52,86,61
82,51,78,55
74,56,70,60
68,52,67,53
71,51,68,54
89,58,82,65
93,52,82,63
70,37,63,44
75,57,75,57
78,48,72,54
85,45,75,55
87,48,83,52
71,43,62,52
85,42,78,49
79,44,76,47
75,58,69,64
77,49,76,50
62,51,65,48
92,50,82,60
63,48,60,51
86,40,75,51
72,52,69,55
83,56,81,58
77,55,77,55
69,52,67,54
87,46,78,55
95,52,89,58
71,66,74,63
85,50,77,58
81,55,79,57
71,47,73,45
91,58,85,64
64,49,59,54
65,49,61,53
79,56,75,60
85,56,80,61
79,58,73,64
84,56,79,61
79,56,75,60
94,46,87,53
76,52,69,59
68,53,62,59
70,49,66,53
75,52,74,53
83,59,78,64
86,39,78,47
65,43,59,49
77,46,73,50
91,45,86,50
75,52,73,54
75,42,63,54
88,60,84,64
88,54,79,63
90,53,87,56
62,51,64,49
76,54,74,56
89,55,87,57
79,52,77,54
82,45,71,56
85,40,76,49
83,58,81,60
86,48,77,57
58,51,58,51
81,55,80,56
72,53,67,58
84,32,73,43
88,51,87,52
64,45,59,50
79,54,70,63
78,52,73,57
85,35,76,44
77,42,75,44
88,53,82,59
91,54,82,63
91,44,83,52
78,60,75,63
83,50,81,52
86,62,77,71
85,59,78,66
81,55,76,60
81,58,75,64
80,50,77,53
96,52,89,59
76,52,72,56
90,57,86,61
66,46,63,49
77,39,71,45
67,55,65,57
75,56,71,60
89,47,80,56
88,47,81,54
84,46,77,53
69,41,64,46
68,47,69,46
82,51,75,58
77,55,75,57
76,50,73,53
85,52,82,55
77,43,71,49
85,60,74,71
75,51,75,51
75,64,77,62
71,50,64,57
71,35,64,42
81,66,79,68
75,56,69,62
80,56,73,63
91,55,92,54
80,44,72,52
82,47,79,50
73,47,68,52
71,75,73,73
92,38,81,49
84,52,80,56
90,46,85,51
85,49,81,53
80,55,78,57
73,38,72,39
83,55,79,59
80,42,75,47
78,46,73,51
86,56,81,61
75,45,78,42
80,48,78,50
84,48,74,58
92,50,87,55
83,58,82,59
88,42,79,51
77,40,68,49
83,51,80,54
68,45,62,51
84,60,78,66
88,59,85,62
88,53,79,62
82,51,76,57
75,47,75,47
81,39,70,50
77,50,73,54
81,62,78,65
68,66,69,65
67,55,63,59
68,46,65,49
75,60,76,59
73,42,70,45
89,57,83,63
69,48,64,53
74,71,76,69
96,62,86,72
79,47,73,53
84,50,81,53
90,55,88,57
68,47,64,51
105,56,97,64
82,47,73,56
84,43,75,52
77,51,74,54
90,48,83,55
79,57,76,60
101,55,95,61
70,60,71,59
81,50,72,59
85,58,75,68
77,45,74,48
78,46,72,52
88,47,76,59
83,52,78,57
77,62,68,71
85,32,73,44
76,60,70,66
78,58,78,58
76,43,72,47
77,50,72,55
81,54,79,56
89,52,84,57
63,58,63,58
84,44,82,46
67,59,66,60
79,49,74,54
67,34,56,45
77,49,70,56
87,47,80,54
64,52,64,52
79,51,75,55
80,39,68,51
74,46,66,54
75,48,72,51
63,41,56,48
66,47,61,52
74,43,69,48
83,53,83,53
72,53,77,48
78,56,79,55
74,34,67,41
86,37,76,47
82,52,78,56
68,52,67,53
73,47,73,47
90,55,86,59
77,51,71,57
91,59,86,64
74,44,74,44
75,60,78,57
71,57,68,60
75,52,71,56
84,48,78,54
99,50,91,58
80,49,76,53
67,45,62,50
64,62,64,62
77,65,75,67
93,55,84,64
70,60,70,60
90,42,80,52
86,56,81,61
82,56,79,59
76,54,75,55
87,38,80,45
80,52,76,56
87,41,79,49
87,40,80,47
90,52,87,55
83,40,72,51
77,48,72,53
89,52,86,55
62,54,57,59
83,60,77,66
84,48,81,51
86,49,77,58
80,39,75,44
86,57,86,57
80,52,73,59
82,49,78,53
79,51,77,53
71,58,68,61
88,41,86,43
86,45,80,51
89,47,81,55
83,53,80,56
96,65,85,76
82,54,77,59
77,59,72,64
71,46,62,55
83,40,72,51
86,57,87,56
85,62,83,64
78,50,73,55
80,62,79,63
74,38,66,46
86,44,78,52
86,70,84,72
71,46,70,47
47,58,48,57
82,43,81,44
76,47,69,54
76,44,73,47
86,52,79,59
86,52,77,61
77,62,71,68
85,41,77,49
81,53,76,58
84,56,76,64
92,49,83,58
59,57,60,56
82,71,80,73
69,42,64,47
77,43,73,47
80,47,74,53
93,43,81,55
72,47,70,49
74,57,72,59
87,47,80,54
93,59,87,65
83,65,78,70
89,65,82,72
93,59,88,64
88,60,85,63
71,55,70,56
68,57,63,62
67,44,60,51
75,46,71,50
77,45,64,58
86,44,79,51
79,46,69,56
77,59,72,64
78,55,71,62
93,55,87,61
88,58,79,67
81,40,78,43
84,41,81,44
81,47,71,57
78,42,73,47
71,57,66,62
71,48,66,53
75,51,68,58
68,46,63,51
92,45,86,51
79,60,74,65
58,54,59,53
75,57,73,59
75,38,65,48
79,47,75,51
83,58,80,61
76,50,72,54
82,58,74,66
81,57,78,60
92,46,80,58
67,51,65,53
68,52,63,57
90,42,79,53
80,49,75,54
77,55,76,56
88,54,81,61
73,51,73,51
95,50,91,54
85,61,82,64
67,57,69,55
72,51,69,54
84,45,75,54
88,57,86,59
59,44,55,48
78,40,75,43
84,51,73,62
84,56,82,58
67,49,65,51
83,51,79,55
83,42,80,45
83,46,76,53
65,47,62,50
87,55,80,62
77,42,72,47
74,60,72,62
81,41,71,51
87,44,84,47
106,44,93,57
80,47,71,56
81,45,75,51
79,59,74,64
66,54,63,57
86,41,75,52
80,43,76,47
85,53,79,59
80,33,73,40
67,62,67,62
73,47,66,54
73,48,73,48
83,51,82,52
62,39,58,43
84,44,75,53
104,48,96,56
88,45,84,49
70,45,69,46
74,55,72,57
76,49,71,54
87,42,78,51
82,45,75,52
68,50,63,55
97,58,90,65
71,42,65,48
97,48,93,52
64,53,65,52
83,51,78,56
89,44,81,52
73,47,74,46
90,47,78,59
67,55,66,56
86,53,78,61
69,55,67,57
80,43,76,47
75,52,72,55
102,62,100,64
89,52,75,66
78,53,69,62
80,55,77,58
76,40,70,46
83,55,76,62
85,61,79,67
80,50,79,51
82,32,71,43
82,74,83,73
95,37,80,52
82,56,73,65
80,47,69,58
76,47,73,50
84,42,73,53
76,33,70,39
69,48,63,54
73,42,70,45
74,60,73,61
83,38,76,45
93,43,81,55
81,56,78,59
96,44,88,52
76,49,74,51
73,43,72,44
79,35,68,46
73,51,73,51
111,52,103,60
81,54,82,53
70,44,71,43
89,61,82,68
74,43,62,55
80,50,73,57
81,46,72,55
72,52,69,55
82,44,70,56
88,51,82,57
65,52,63,54
77,42,68,51
91,50,82,59
86,45,79,52
82,42,72,52
82,43,75,50
77,50,74,53
77,53,75,55
96,53,85,64
82,64,83,63
73,54,69,58
90,58,86,62
63,44,58,49
68,46,58,56
94,67,88,73
71,43,66,48
108,40,91,57
82,43,76,49
81,45,73,53
80,43,71,52
65,49,59,55
71,49,69,51
78,45,68,55
73,56,68,61
71,42,70,43
77,52,68,61
70,62,66,66
83,48,69,62
75,47,75,47
74,46,71,49
72,63,69,66
87,56,82,61
80,62,74,68
75,45,68,52
80,42,81,41
73,46,70,49
76,51,70,57
77,55,78,54
82,51,73,60
69,40,66,43
87,43,78,52
75,55,68,62
65,46,64,47
73,44,70,47
73,54,71,56
74,50,72,52
83,58,73,68
99,42,87,54
89,55,83,61
73,50,65,58
70,49,66,53
88,49,88,49
87,59,82,64
102,54,97,59
85,41,78,48
90,44,82,52
79,73,77,75
100,58,95,63
69,55,71,53
86,51,79,58
81,45,75,51
71,61,69,63
71,52,67,56
83,40,77,46
83,70,81,72
77,48,74,51
77,56,78,55
85,53,80,58
80,47,78,49
76,46,69,53
82,52,77,57
82,52,77,57
93,52,88,57
68,55,66,57
77,46,74,49
89,45,80,54
78,61,77,62
65,56,65,56
69,46,70,45
74,58,69,63
83,56,76,63
86,50,81,55
67,54,62,59
75,41,69,47
85,57,83,59
67,54,62,59
83,56,76,63
92,48,87,53
73,55,65,63
92,53,89,56
66,59,70,55
72,57,69,60
86,41,78,49
87,64,79,72
79,49,75,53
71,49,69,51
84,44,83,45
70,40,65,45
76,58,71,63
82,48,70,60
79,49,72,56
79,49,76,52
71,53,70,54
84,61,83,62
80,66,75,71
83,45,77,51
86,49,79,56
87,58,83,62
79,53,75,57
84,44,79,49
83,67,81,69
85,49,81,53
83,52,78,57
78,44,74,48
89,54,86,57
83,50,78,55
63,54,62,55
71,45,71,45
83,43,82,44
82,44,74,52
79,60,79,60
117,60,106,71
73,55,72,56
63,39,52,50
107,43,93,57
81,48,78,51
69,58,70,57
60,44,58,46
79,53,77,55
62,57,63,56
95,40,83,52
87,55,74,68
93,65,89,69
75,66,72,69
69,39,68,40
87,50,82,55
79,43,72,50
77,51,66,62
86,50,79,57
80,50,76,54
90,52,88,54
85,55,81,59
84,57,82,59
74,47,68,53
71,59,71,59
92,43,84,51
90,48,84,54
76,48,69,55
81,56,76,61
74,45,69,50
77,39,67,49
83,43,75,51
74,67,77,64
77,46,74,49
77,60,70,67
89,55,84,60
80,43,77,46
74,45,73,46
94,66,88,72
86,46,80,52
83,44,77,50
83,53,75,61
77,57,75,59
96,50,87,59
82,41,71,52
87,52,82,57
70,64,67,67
77,55,72,60
84,50,80,54
91,53,87,57
80,43,71,52
86,50,84,52
94,49,95,48
86,40,74,52
83,49,75,57
73,57,73,57
92,58,89,61
79,49,77,51
73,43,69,47
82,56,78,60
89,59,85,63
78,53,78,53
77,48,74,51
83,41,75,49
84,51,79,56
88,45,79,54
78,56,67,67
81,64,76,69
97,52,93,56
82,56,81,57
76,55,72,59
71,44,67,48
74,48,72,50
85,50,82,53
87,44,83,48
91,46,85,52
65,60,67,58
66,45,64,47
78,47,75,50
89,53,78,64
99,46,88,57
99,54,91,62
80,44,70,54
81,42,74,49
86,57,81,62
91,52,86,57
90,65,85,70
82,47,77,52
74,61,73,62
75,39,65,49
81,52,76,57
79,48,70,57
69,58,67,60
77,43,75,45
87,60,89,58
75,44,70,49
80,48,75,53
81,64,77,68
79,54,78,55
79,52,71,60
83,57,78,62
73,42,71,44
72,37,70,39
89,55,88,56
68,44,63,49
83,32,72,43
83,43,77,49
76,49,72,53
48,49,44,53
59,42,56,45
84,52,76,60
87,46,81,52
81,56,79,58
73,49,65,57
95,65,93,67
85,43,75,53
80,42,76,46
81,52,75,58
65,51,65,51
78,49,74,53
81,55,77,59
76,51,73,54
66,47,64,49
73,49,69,53
76,52,73,55
94,42,81,55
72,33,65,40
80,55,82,53
85,43,74,54
64,54,60,58
61,39,56,44
76,54,73,57
77,46,74,49
81,48,72,57
89,66,91,64
84,50,81,53
74,53,71,56
77,46,73,50
70,62,72,60
90,45,78,57
83,47,82,48
69,41,62,48
79,42,72,49
91,51,78,64
76,53,74,55
68,55,65,58
75,58,65,68
90,41,83,48
67,42,64,45
81,46,75,52
77,66,77,66
65,51,61,55
75,69,75,69
73,50,69,54
84,52,75,61
65,47,66,46
75,56,71,60
83,47,75,55
87,51,79,59
81,48,80,49
80,48,79,49
94,52,83,63
94,53,85,62
79,55,75,59
89,45,86,48
79,51,80,50
74,51,66,59
98,49,88,59
81,51,75,57
92,47,81,58
86,54,78,62
77,50,73,54
83,64,82,65
75,53,72,56
101,42,92,51
71,42,66,47
84,57,82,59
80,63,78,65
60,61,58,63
77,44,67,54
83,56,81,58
