"patch1.before","patch2.before","patch1.after","patch2.after"
91,45,84,52
87,50,79,58
78,57,75,60
95,48,80,63
78,51,74,55
94,61,88,67
88,34,78,44
80,53,72,61
61,45,60,46
78,55,71,62
98,53,84,67
70,42,68,44
89,52,81,60
63,54,58,59
77,61,74,64
86,51,75,62
93,49,85,57
79,45,71,53
79,55,80,54
90,56,80,66
78,43,73,48
89,42,80,51
90,60,88,62
86,57,76,67
76,41,68,49
84,52,79,57
77,54,75,56
94,56,89,61
78,51,73,56
73,46,70,49
71,59,71,59
70,52,69,53
71,56,68,59
85,55,76,64
88,46,81,53
74,49,72,51
81,53,76,58
88,44,82,50
81,48,75,54
83,49,72,60
62,47,60,49
81,51,78,54
79,53,78,54
81,47,79,49
74,43,73,44
82,52,74,60
72,42,68,46
86,53,83,56
80,58,75,63
82,46,78,50
89,40,79,50
87,49,82,54
85,49,81,53
71,43,65,49
75,56,76,55
89,54,83,60
84,50,80,54
74,48,69,53
67,59,66,60
72,42,66,48
77,38,73,42
79,35,65,49
73,50,65,58
79,66,75,70
78,52,73,57
88,60,83,65
79,60,78,61
73,32,67,38
73,53,70,56
71,67,68,70
78,58,77,59
73,53,70,56
92,41,85,48
84,52,75,61
84,46,78,52
80,38,77,41
81,53,74,60
96,51,89,58
88,52,80,60
77,55,73,59
72,47,74,45
85,45,78,52
86,46,82,50
90,50,85,55
82,45,77,50
76,56,76,56
79,53,73,59
101,44,95,50
80,59,75,64
82,44,77,49
79,43,71,51
78,36,70,44
77,50,70,57
77,41,74,44
66,41,61,46
96,55,90,61
73,38,62,49
67,55,64,58
70,47,66,51
84,46,78,52
80,56,77,59
83,56,76,63
111,55,104,62
71,54,67,58
86,60,78,68
73,43,69,47
65,50,64,51
82,54,77,59
85,54,74,65
78,53,76,55
79,44,75,48
93,43,83,53
75,47,72,50
77,48,70,55
104,53,95,62
79,48,74,53
90,43,84,49
69,45,62,52
82,53,76,59
80,62,76,66
72,40,67,45
97,46,82,61
82,62,77,67
66,60,66,60
90,66,84,72
77,54,76,55
80,57,78,59
71,66,71,66
78,52,74,56
78,37,68,47
74,50,69,55
77,64,68,73
81,50,78,53
89,56,85,60
73,47,64,56
73,45,68,50
91,54,84,61
74,56,64,66
87,52,81,58
92,66,83,75
81,60,78,63
62,62,58,66
70,53,67,56
70,53,67,56
67,45,68,44
81,46,74,53
89,50,81,58
85,44,78,51
85,64,85,64
85,51,83,53
86,51,77,60
75,62,73,64
93,56,84,65
70,57,71,56
68,54,70,52
81,42,73,50
92,64,87,69
86,55,85,56
86,56,78,64
74,49,71,52
84,54,84,54
74,53,71,56
83,45,77,51
74,59,68,65
81,50,77,54
82,64,77,69
86,40,81,45
77,42,72,47
75,46,71,50
87,46,83,50
80,63,74,69
90,38,76,52
87,57,82,62
74,52,70,56
73,48,69,52
68,45,64,49
69,50,65,54
80,50,69,61
74,54,70,58
58,48,56,50
78,44,77,45
78,50,74,54
88,37,77,48
80,53,76,57
87,42,77,52
91,48,79,60
65,41,56,50
80,47,75,52
75,57,70,62
76,48,72,52
77,47,72,52
84,47,74,57
87,52,80,59
91,53,90,54
72,54,69,57
65,37,64,38
68,56,68,56
74,51,71,54
71,54,64,61
77,43,75,45
98,47,84,61
65,48,63,50
69,48,61,56
93,68,93,68
71,50,69,52
107,63,99,71
86,51,79,58
68,42,61,49
85,60,78,67
75,51,75,51
73,58,73,58
88,41,78,51
71,36,67,40
77,48,73,52
70,46,68,48
70,49,70,49
87,59,85,61
81,57,79,59
77,61,75,63
85,49,76,58
77,63,78,62
81,52,76,57
77,56,68,65
101,53,97,57
68,51,64,55
81,58,80,59
83,63,79,67
71,41,64,48
78,51,71,58
73,46,69,50
75,57,75,57
81,59,75,65
81,37,75,43
83,48,80,51
68,58,66,60
75,43,70,48
75,48,71,52
75,62,77,60
81,51,76,56
76,46,67,55
80,49,70,59
82,45,80,47
80,42,73,49
76,49,74,51
84,43,78,49
80,52,76,56
89,47,77,59
73,36,67,42
84,44,81,47
76,48,72,52
69,56,71,54
82,48,77,53
80,47,75,52
79,48,77,50
87,50,78,59
77,45,76,46
78,54,75,57
105,56,92,69
84,53,81,56
78,53,75,56
62,51,62,51
72,42,68,46
62,52,63,51
74,45,71,48
87,38,81,44
70,47,62,55
85,51,86,50
77,47,70,54
89,47,80,56
88,56,86,58
87,49,83,53
75,52,65,62
82,49,78,53
57,57,55,59
76,35,72,39
99,50,93,56
79,38,73,44
82,46,78,50
86,48,72,62
77,52,71,58
68,45,62,51
69,47,69,47
69,53,66,56
62,52,60,54
72,44,71,45
76,53,68,61
80,42,73,49
87,48,79,56
71,63,71,63
81,48,77,52
85,47,79,53
78,43,73,48
79,44,72,51
83,41,73,51
80,44,79,45
78,49,71,56
71,47,67,51
81,46,80,47
80,45,70,55
81,69,78,72
87,48,79,56
72,62,71,63
81,45,77,49
77,39,72,44
87,51,83,55
78,48,69,57
92,50,84,58
88,50,82,56
69,46,64,51
90,53,88,55
76,45,70,51
69,44,66,47
75,52,69,58
87,44,80,51
87,58,82,63
82,47,69,60
93,56,85,64
69,57,64,62
71,49,67,53
73,57,75,55
84,55,79,60
76,46,71,51
100,52,88,64
71,48,68,51
82,60,81,61
95,50,90,55
87,48,85,50
83,43,77,49
73,75,72,76
80,32,71,41
94,50,90,54
92,52,86,58
85,55,84,56
97,37,83,51
87,48,80,55
61,47,52,56
92,63,86,69
82,53,79,56
87,64,80,71
84,50,77,57
88,55,75,68
66,55,66,55
74,53,73,54
75,44,70,49
79,56,70,65
67,48,67,48
86,55,79,62
79,47,73,53
89,47,81,55
86,49,77,58
70,47,68,49
77,50,74,53
79,60,73,66
81,52,83,50
73,57,72,58
94,58,84,68
82,42,75,49
95,64,89,70
60,52,60,52
73,71,72,72
73,46,69,50
85,53,81,57
93,56,87,62
66,59,63,62
71,37,67,41
83,54,82,55
99,49,90,58
96,52,87,61
74,48,67,55
75,55,73,57
78,37,76,39
88,52,85,55
76,53,72,57
68,45,67,46
83,58,77,64
77,40,70,47
72,58,71,59
66,45,63,48
72,51,71,52
78,55,75,58
67,49,64,52
70,41,63,48
74,50,71,53
81,44,67,58
87,53,85,55
82,44,77,49
71,46,72,45
68,48,67,49
80,58,77,61
107,59,99,67
81,76,80,77
75,49,72,52
80,46,71,55
60,56,60,56
84,66,81,69
80,51,71,60
92,54,85,61
85,56,78,63
79,56,74,61
74,56,68,62
87,42,82,47
73,42,72,43
72,39,67,44
92,49,84,57
75,50,74,51
86,48,80,54
72,42,68,46
83,45,74,54
88,56,85,59
81,55,77,59
73,41,69,45
85,60,75,70
69,52,66,55
78,52,76,54
81,50,74,57
75,49,72,52
90,64,82,72
79,47,72,54
88,53,85,56
83,45,81,47
75,47,70,52
85,44,80,49
85,49,83,51
97,48,87,58
82,54,76,60
75,47,67,55
74,55,68,61
72,50,67,55
78,49,74,53
81,36,72,45
80,44,79,45
86,51,81,56
97,42,91,48
85,58,83,60
79,47,73,53
70,49,68,51
91,62,88,65
92,43,84,51
93,53,87,59
83,55,80,58
77,61,73,65
68,60,65,63
85,56,84,57
68,53,64,57
89,36,78,47
69,54,62,61
109,55,96,68
87,48,74,61
65,53,64,54
82,47,79,50
68,54,67,55
69,57,67,59
85,55,81,59
83,59,82,60
81,45,73,53
76,45,72,49
80,54,76,58
82,53,76,59
72,48,68,52
83,49,74,58
73,50,70,53
79,56,77,58
82,46,79,49
95,53,86,62
90,43,79,54
81,45,79,47
88,52,84,56
86,45,83,48
88,50,83,55
62,59,59,62
68,35,62,41
72,46,67,51
73,58,68,63
85,32,78,39
62,57,63,56
73,55,70,58
78,46,71,53
79,44,80,43
86,40,79,47
84,47,77,54
72,51,71,52
97,41,88,50
84,49,76,57
74,55,73,56
74,47,68,53
82,33,77,38
79,52,76,55
64,45,61,48
97,44,90,51
78,40,75,43
72,51,71,52
64,49,62,51
81,39,72,48
52,53,52,53
71,49,71,49
69,47,63,53
70,45,66,49
71,53,72,52
66,53,65,54
94,47,79,62
77,56,75,58
71,57,67,61
66,57,61,62
79,56,76,59
89,43,80,52
76,48,70,54
76,56,74,58
84,55,79,60
83,48,78,53
78,35,74,39
89,48,83,54
83,58,72,69
62,48,59,51
70,55,63,62
64,55,61,58
64,42,61,45
86,54,81,59
67,51,65,53
78,58,73,63
82,49,75,56
93,40,85,48
76,46,73,49
81,41,73,49
81,45,74,52
92,46,90,48
84,52,82,54
83,46,77,52
68,50,63,55
77,41,75,43
67,53,65,55
72,51,71,52
79,45,74,50
74,53,70,57
81,53,79,55
91,56,86,61
81,44,80,45
73,52,67,58
85,55,81,59
88,46,77,57
75,56,72,59
66,50,63,53
87,56,83,60
72,50,70,52
76,50,71,55
103,31,88,46
81,50,74,57
64,48,58,54
78,47,74,51
92,47,85,54
84,52,78,58
80,52,78,54
90,54,82,62
94,49,82,61
71,45,68,48
75,49,76,48
80,49,77,52
96,52,88,60
70,52,65,57
70,50,68,52
84,45,79,50
94,55,91,58
96,58,83,71
68,40,63,45
95,40,88,47
67,41,63,45
64,64,59,69
66,57,66,57
69,38,66,41
93,42,86,49
79,44,74,49
78,48,81,45
81,65,81,65
83,53,79,57
86,54,82,58
87,44,82,49
97,60,90,67
85,43,81,47
76,47,67,56
78,35,78,35
71,37,60,48
70,43,61,52
86,37,76,47
80,39,74,45
81,48,74,55
78,53,75,56
68,43,63,48
78,41,72,47
75,54,73,56
73,47,65,55
94,44,90,48
79,47,71,55
72,51,67,56
61,55,62,54
63,59,60,62
77,54,75,56
88,37,84,41
83,58,79,62
67,48,66,49
63,59,61,61
68,55,65,58
72,52,67,57
79,54,75,58
67,39,60,46
88,49,82,55
72,47,68,51
73,59,68,64
87,46,80,53
87,43,78,52
78,48,73,53
94,49,90,53
65,44,62,47
77,53,74,56
81,38,72,47
100,53,97,56
99,47,86,60
75,59,70,64
79,37,66,50
70,52,67,55
81,61,83,59
97,65,83,79
87,50,79,58
72,43,68,47
80,59,76,63
79,42,75,46
72,49,71,50
75,47,76,46
74,48,67,55
79,57,73,63
84,49,77,56
64,51,60,55
87,51,84,54
82,49,76,55
71,48,68,51
79,44,76,47
78,53,76,55
86,42,78,50
94,52,94,52
86,39,80,45
91,54,83,62
76,47,75,48
83,57,79,61
80,53,73,60
78,47,71,54
79,49,75,53
75,56,72,59
71,52,67,56
75,55,75,55
93,50,83,60
72,45,67,50
83,51,79,55
75,53,66,62
61,56,61,56
82,57,76,63
81,41,67,55
81,40,71,50
67,36,59,44
78,50,74,54
71,53,72,52
104,54,97,61
70,46,66,50
83,43,71,55
74,57,69,62
71,37,63,45
84,42,78,48
92,43,83,52
91,42,81,52
77,47,69,55
85,54,78,61
75,61,75,61
64,54,61,57
74,55,70,59
77,62,73,66
87,40,76,51
65,55,60,60
81,47,80,48
78,47,64,61
81,42,75,48
74,50,72,52
79,54,76,57
63,46,59,50
81,52,77,56
86,55,80,61
102,53,93,62
90,35,73,52
84,43,79,48
81,50,74,57
75,46,67,54
65,50,64,51
80,47,70,57
68,63,68,63
92,59,90,61
90,35,77,48
81,46,71,56
96,56,92,60
78,43,72,49
72,38,65,45
76,55,74,57
82,51,80,53
89,50,85,54
71,52,69,54
81,54,75,60
98,53,99,52
77,50,73,54
77,61,73,65
75,50,69,56
78,48,76,50
88,53,81,60
65,53,67,51
84,53,80,57
87,47,83,51
70,46,70,46
91,54,84,61
73,49,66,56
69,49,67,51
99,51,83,67
69,49,65,53
80,60,82,58
74,56,72,58
74,54,71,57
90,30,79,41
72,46,71,47
71,48,70,49
93,47,89,51
70,49,68,51
81,49,77,53
98,55,92,61
81,61,77,65
77,51,74,54
81,51,74,58
81,47,79,49
85,52,78,59
80,36,69,47
69,63,74,58
101,47,91,57
86,56,84,58
69,37,67,39
74,42,69,47
73,49,66,56
97,57,92,62
67,58,63,62
104,50,98,56
97,43,92,48
69,49,63,55
91,50,90,51
85,57,79,63
78,48,69,57
95,56,86,65
79,65,79,65
79,57,70,66
82,48,72,58
81,45,76,50
68,48,62,54
77,40,70,47
83,50,77,56
76,67,77,66
76,47,68,55
80,49,73,56
80,65,82,63
92,42,77,57
96,42,85,53
90,56,86,60
66,47,60,53
76,51,77,50
72,40,75,37
80,41,71,50
75,47,74,48
73,54,71,56
77,53,74,56
86,57,80,63
83,38,78,43
66,57,68,55
90,48,88,50
63,48,56,55
66,42,63,45
62,49,63,48
76,38,67,47
83,44,76,51
90,52,83,59
79,52,74,57
74,46,68,52
101,43,94,50
80,57,78,59
78,49,77,50
78,42,72,48
68,56,65,59
81,49,69,61
70,52,68,54
87,57,80,64
63,53,59,57
79,41,71,49
79,55,80,54
76,50,71,55
78,53,70,61
75,43,70,48
78,49,78,49
87,49,86,50
86,48,79,55
79,53,76,56
61,60,63,58
75,50,71,54
81,40,73,48
76,46,78,44
87,49,82,54
74,46,72,48
85,46,78,53
86,47,79,54
72,36,64,44
75,53,69,59
89,48,80,57
85,47,79,53
69,46,66,49
83,48,74,57
88,56,84,60
86,61,82,65
71,42,68,45
86,52,83,55
78,56,74,60
84,53,79,58
95,53,88,60
85,53,84,54
73,54,71,56
94,56,87,63
90,61,90,61
84,54,82,56
75,38,75,38
88,57,85,60
66,57,65,58
83,47,79,51
100,47,90,57
82,38,74,46
94,49,86,57
86,39,81,44
99,50,90,59
84,48,77,55
98,51,89,60
70,57,68,59
93,48,89,52
90,46,81,55
90,52,80,62
86,57,80,63
93,38,81,50
90,50,81,59
78,44,75,47
88,37,80,45
65,49,61,53
101,49,97,53
66,61,66,61
77,37,69,45
79,49,74,54
77,51,73,55
84,45,78,51
80,46,76,50
73,42,67,48
73,40,64,49
97,51,90,58
77,71,75,73
71,39,67,43
73,52,71,54
78,52,73,57
72,50,66,56
76,39,71,44
72,45,73,44
94,47,89,52
73,47,66,54
82,45,77,50
68,54,69,53
94,45,85,54
86,55,78,63
85,46,79,52
65,64,60,69
63,36,61,38
98,40,85,53
79,37,71,45
67,35,63,39
75,40,73,42
88,53,83,58
70,53,65,58
94,45,88,51
89,63,87,65
84,47,78,53
81,42,76,47
78,43,76,45
85,64,86,63
66,44,59,51
77,40,72,45
70,50,69,51
94,51,83,62
65,47,61,51
86,47,79,54
80,57,79,58
88,50,83,55
91,42,86,47
89,45,84,50
95,44,86,53
65,48,60,53
66,46,64,48
88,55,80,63
77,63,75,65
85,44,73,56
88,56,84,60
69,47,63,53
74,55,69,60
83,46,77,52
84,48,79,53
89,63,82,70
88,50,80,58
80,55,76,59
108,52,92,68
84,41,76,49
74,53,74,53
73,51,74,50
93,45,89,49
83,59,78,64
90,46,85,51
82,44,74,52
77,59,77,59
76,61,77,60
80,64,74,70
87,58,86,59
99,49,92,56
78,69,81,66
80,53,77,56
72,54,69,57
69,41,58,52
92,36,82,46
74,59,67,66
76,45,75,46
71,49,70,50
82,56,75,63
80,48,79,49
92,45,83,54
82,47,76,53
71,47,68,50
91,47,82,56
82,45,76,51
84,48,79,53
87,47,77,57
96,52,89,59
88,49,84,53
80,53,75,58
86,57,83,60
71,47,66,52
83,61,81,63
88,48,80,56
78,52,76,54
82,50,76,56
70,56,62,64
82,47,76,53
71,63,70,64
70,48,66,52
89,56,88,57
91,50,81,60
86,48,79,55
70,54,69,55
76,41,70,47
73,51,69,55
83,54,74,63
88,59,87,60
83,52,76,59
88,35,81,42
62,44,57,49
79,58,69,68
86,59,82,63
90,48,82,56
83,68,82,69
69,44,61,52
83,51,78,56
75,53,68,60
74,44,72,46
70,56,65,61
79,41,70,50
84,57,84,57
75,45,68,52
78,45,75,48
75,47,73,49
75,48,67,56
74,43,68,49
86,52,77,61
72,42,66,48
78,46,71,53
85,59,87,57
80,40,72,48
83,45,75,53
88,62,80,70
88,59,90,57
61,57,58,60
88,58,83,63
70,55,70,55
102,42,90,54
90,46,81,55
69,58,66,61
94,36,83,47
64,53,65,52
70,47,62,55
86,37,81,42
84,50,81,53
82,50,78,54
74,51,73,52
85,56,79,62
72,52,69,55
90,59,86,63
77,43,73,47
81,41,78,44
84,54,82,56
79,56,73,62
84,55,72,67
91,41,85,47
82,58,79,61
73,32,69,36
72,51,67,56
74,47,63,58
89,39,84,44
93,51,87,57
84,53,82,55
90,50,82,58
79,55,76,58
74,45,74,45
87,55,81,61
79,56,75,60
73,53,69,57
82,49,75,56
77,48,75,50
88,57,79,66
87,40,78,49
64,56,60,60
100,46,89,57
82,53,73,62
77,60,76,61
84,57,83,58
78,53,72,59
87,48,79,56
96,48,84,60
74,58,67,65
83,62,77,68
87,44,78,53
59,54,57,56
66,46,63,49
66,48,64,50
91,60,84,67
71,41,64,48
88,47,84,51
82,51,75,58
94,55,89,60
83,49,76,56
62,43,63,42
78,36,70,44
76,42,68,50
66,37,63,40
63,37,56,44
81,56,69,68
85,54,75,64
75,46,74,47
78,52,75,55
74,40,69,45
88,43,80,51
60,46,58,48
96,44,89,51
53,42,54,41
92,35,83,44
91,45,79,57
80,68,73,75
83,56,76,63
87,54,85,56
89,46,81,54
75,48,69,54
66,58,66,58
83,52,75,60
78,58,74,62
64,57,67,54
79,53,75,57
80,46,73,53
82,62,78,66
85,63,82,66
81,72,80,73
76,46,67,55
75,49,69,55
66,39,65,40
81,55,78,58
85,56,79,62
84,37,74,47
61,58,61,58
76,43,69,50
91,51,89,53
76,59,74,61
78,47,75,50
88,57,82,63
84,49,75,58
77,40,70,47
90,42,82,50
88,48,81,55
87,64,79,72
88,61,82,67
83,50,76,57
71,58,72,57
89,56,86,59
91,56,84,63
92,46,85,53
81,51,71,61
58,51,60,49
62,38,59,41
87,49,82,54
72,52,66,58
88,54,78,64
86,49,73,62
71,45,67,49
63,47,59,51
70,53,65,58
93,37,85,45
91,42,85,48
97,58,90,65
90,36,78,48
94,40,84,50
88,53,77,64
77,59,74,62
54,54,54,54
89,45,89,45
84,41,78,47
87,42,82,47
72,34,65,41
62,54,64,52
100,47,94,53
94,45,87,52
84,57,82,59
80,58,74,64
65,41,63,43
74,51,71,54
72,46,71,47
69,45,69,45
76,42,68,50
84,47,77,54
89,54,84,59
87,47,77,57
96,50,89,57
80,45,80,45
102,41,97,46
72,45,69,48
84,47,76,55
86,43,82,47
69,41,58,52
74,53,68,59
93,35,85,43
97,39,85,51
72,49,67,54
71,40,71,40
85,58,81,62
70,53,67,56
72,42,67,47
72,52,66,58
79,52,73,58
92,43,85,50
85,43,77,51
88,47,80,55
93,55,85,63
92,47,83,56
58,64,58,64
72,55,65,62
72,46,70,48
77,37,71,43
76,51,72,55
89,46,80,55
73,44,70,47
86,50,78,58
80,49,74,55
70,50,67,53
82,56,80,58
78,47,76,49
76,41,71,46
78,42,76,44
81,64,75,70
76,47,74,49
80,59,74,65
70,52,69,53
82,58,82,58
81,44,78,47
59,48,57,50
90,54,84,60
90,48,84,54
79,41,74,46
88,51,84,55
76,55,74,57
69,62,61,70
72,52,69,55
72,50,70,52
83,48,79,52
88,44,84,48
89,56,83,62
78,52,77,53
78,40,70,48
81,43,75,49
82,57,78,61
83,58,81,60
93,42,83,52
74,49,67,56
77,45,70,52
77,57,74,60
76,39,70,45
64,55,59,60
68,51,72,47
85,38,76,47
79,42,76,45
79,40,78,41
79,47,71,55
103,43,97,49
74,77,75,76
76,54,72,58
67,45,59,53
71,53,66,58
92,57,86,63
74,42,70,46
73,44,68,49
83,55,77,61
73,48,72,49
62,46,60,48
89,52,83,58
69,52,66,55
89,54,89,54
89,54,84,59
103,45,96,52
88,44,83,49
74,54,72,56
75,46,72,49
89,48,80,57
79,49,77,51
80,35,72,43
90,54,88,56
70,55,63,62
85,52,76,61
89,40,81,48
71,38,64,45
69,58,73,54
77,52,70,59
81,54,82,53
78,38,71,45
90,50,84,56
76,46,73,49
74,45,72,47
86,54,80,60
87,54,77,64
83,44,76,51
87,40,83,44
88,63,82,69
70,41,64,47
83,56,78,61
96,51,90,57
91,60,89,62
89,41,77,53
99,57,88,68
91,57,80,68
83,42,72,53
87,38,83,42
92,50,86,56
78,47,75,50
76,56,69,63
66,49,60,55
97,37,85,49
82,44,76,50
90,55,82,63
101,53,97,57
80,56,79,57
97,49,94,52
62,43,61,44
92,49,85,56
92,39,87,44
64,58,63,59
88,46,77,57
64,52,64,52
100,52,95,57
84,40,68,56
72,44,69,47
82,59,80,61
72,51,63,60
80,48,78,50
84,39,75,48
82,68,78,72
76,54,70,60
92,52,81,63
92,60,87,65
85,51,81,55
77,45,72,50
78,36,69,45
89,51,80,60
78,35,68,45
72,54,74,52
83,51,74,60
84,48,80,52
85,54,75,64
78,45,77,46
88,49,82,55
62,52,62,52
91,39,80,50
83,43,79,47
74,60,73,61
88,55,75,68
94,51,86,59
68,44,67,45
73,53,68,58
87,47,80,54
92,41,76,57
69,47,69,47
88,56,83,61
82,42,83,41
78,39,70,47
76,46,74,48
75,49,76,48
94,60,86,68
73,43,68,48
88,40,83,45
70,59,68,61
86,62,81,67
78,49,74,53
89,49,78,60
76,61,72,65
85,42,78,49
73,42,72,43
57,48,51,54
87,45,82,50
79,47,78,48
83,46,76,53
86,53,78,61
95,51,90,56
75,46,69,52
89,41,80,50
81,61,77,65
81,56,78,59
78,55,70,63
92,63,87,68
85,46,80,51
90,37,81,46
86,46,77,55
68,42,71,39
79,43,69,53
85,44,79,50
85,52,78,59
80,36,74,42
84,53,79,58
65,50,63,52
77,66,72,71
64,49,57,56
75,42,63,54
111,46,106,51
53,51,54,50
69,51,69,51
74,52,67,59
79,46,76,49
73,50,66,57
76,67,75,68
71,58,69,60
86,63,82,67
95,64,93,66
78,41,71,48
66,59,62,63
78,57,71,64
83,47,75,55
76,49,76,49
69,38,64,43
92,41,85,48
82,60,78,64
75,47,74,48
81,49,73,57
80,58,77,61
75,57,69,63
67,50,64,53
85,46,79,52
98,40,84,54
78,41,75,44
63,44,60,47
92,59,89,62
79,39,71,47
109,46,101,54
89,57,84,62
71,51,70,52
85,52,79,58
80,49,79,50
97,57,89,65
74,53,69,58
76,68,72,72
64,51,63,52
82,49,77,54
88,53,85,56
70,52,71,51
81,42,76,47
76,34,68,42
73,48,70,51
74,50,71,53
79,46,72,53
87,32,77,42
68,51,62,57
97,53,90,60
73,49,68,54
81,50,78,53
92,45,82,55
77,47,76,48
85,52,80,57
94,46,87,53
84,47,75,56
94,51,82,63
75,45,73,47
80,43,72,51
69,45,64,50
80,46,73,53
75,61,74,62
71,52,66,57
63,49,57,55
92,51,86,57
70,49,69,50
83,47,80,50
80,61,76,65
80,44,75,49
65,56,64,57
82,62,81,63
82,39,75,46
78,49,75,52
79,46,80,45
92,52,81,63
64,61,65,60
91,45,82,54
84,43,69,58
91,56,88,59
83,45,77,51
74,51,70,55
92,56,82,66
73,39,61,51
78,45,72,51
87,56,87,56
84,49,78,55
96,49,88,57
77,49,75,51
78,44,76,46
93,51,85,59
73,53,68,58
72,55,68,59
86,50,80,56
87,35,72,50
89,52,85,56
79,51,73,57
74,39,64,49
78,52,75,55
85,53,81,57
71,66,73,64
87,46,80,53
70,54,68,56
92,48,90,50
77,44,72,49
82,56,72,66
97,55,93,59
67,52,66,53
77,48,73,52
70,69,73,66
66,52,58,60
79,67,75,71
94,53,87,60
98,41,84,55
67,47,62,52
70,58,67,61
85,44,78,51
79,53,74,58
93,48,86,55
77,39,74,42
86,48,82,52
78,44,71,51
92,44,83,53
80,50,76,54
89,52,82,59
87,48,80,55
66,61,67,60
75,41,67,49
71,52,70,53
93,49,84,58
92,47,81,58
73,55,73,55
75,49,73,51
93,42,88,47
90,53,76,67
91,53,81,63
77,58,76,59
83,64,77,70
66,56,60,62
94,46,87,53
73,48,72,49
84,44,79,49
74,60,75,59
87,55,85,57
68,57,65,60
83,43,78,48
70,50,63,57
64,38,55,47
83,47,79,51
87,45,82,50
79,57,73,63
74,59,73,60
80,41,73,48
81,48,71,58
79,48,74,53
74,45,74,45
71,46,65,52
81,58,74,65
78,43,75,46
89,51,81,59
83,36,75,44
82,53,78,57
84,58,82,60
95,60,89,66
75,46,74,47
85,54,81,58
79,47,76,50
74,42,72,44
67,42,67,42
70,48,68,50
71,51,70,52
93,50,81,62
64,53,62,55
66,43,61,48
74,48,75,47
70,51,70,51
84,50,78,56
71,50,69,52
80,48,77,51
69,48,64,53
76,38,73,41
85,64,81,68
68,57,65,60
76,50,75,51
83,49,80,52
70,49,68,51
96,58,89,65
94,43,82,55
98,43,89,52
85,51,76,60
80,43,75,48
73,58,71,60
80,48,77,51
75,50,75,50
75,54,76,53
78,59,74,63
76,49,69,56
74,48,74,48
86,59,83,62
69,52,64,57
79,49,77,51
74,49,76,47
84,53,79,58
86,54,80,60
85,43,83,45
78,48,74,52
96,65,91,70
68,54,70,52
87,54,84,57
84,30,69,45
78,49,68,59
78,50,72,56
63,40,57,46
62,62,62,62
93,40,87,46
69,50,64,55
91,40,85,46
82,60,83,59
90,54,81,63
71,57,71,57
91,54,83,62
82,36,78,40
75,56,72,59
72,49,67,54
78,53,76,55
79,46,69,56
71,56,62,65
63,48,62,49
76,60,75,61
88,48,84,52
88,51,80,59
83,55,77,61
83,68,82,69
79,59,74,64
76,57,76,57
68,57,61,64
81,53,75,59
75,49,70,54
82,53,83,52
91,41,80,52
81,55,79,57
73,49,70,52
71,39,70,40
72,51,66,57
81,59,82,58
89,40,81,48
59,54,61,52
62,67,60,69
85,48,78,55
72,56,67,61
90,47,80,57
74,57,68,63
82,66,80,68
73,53,66,60
88,47,77,58
76,45,75,46
69,50,64,55
78,57,73,62
86,62,80,68
92,38,82,48
83,42,71,54
83,67,82,68
67,49,66,50
71,52,70,53
86,57,82,61
82,51,80,53
95,51,88,58
88,56,82,62
79,43,72,50
84,50,81,53
91,45,81,55
98,44,88,54
80,55,72,63
65,45,61,49
70,45,67,48
80,40,73,47
101,43,89,55
87,40,76,51
81,47,76,52
90,41,82,49
74,56,69,61
91,58,82,67
74,58,76,56
85,45,84,46
67,39,66,40
83,48,80,51
84,51,76,59
78,41,73,46
93,53,90,56
88,59,81,66
95,62,86,71
77,43,74,46
85,47,82,50
75,49,73,51
93,61,87,67
60,41,60,41
87,59,85,61
91,52,84,59
74,55,69,60
78,49,75,52
90,53,83,60
89,57,88,58
76,38,69,45
80,54,75,59
77,45,70,52
74,34,67,41
86,47,79,54
73,54,73,54
68,55,67,56
81,50,75,56
77,48,75,50
78,42,74,46
94,46,86,54
76,39,72,43
97,54,88,63
72,42,66,48
71,51,66,56
70,53,66,57
88,37,82,43
71,59,69,61
80,50,76,54
89,48,85,52
88,55,79,64
87,50,81,56
84,56,79,61
76,29,65,40
78,45,71,52
79,62,77,64
74,40,67,47
84,51,75,60
85,49,80,54
82,56,83,55
70,49,66,53
62,52,62,52
86,49,77,58
99,43,95,47
101,44,90,55
78,47,76,49
85,63,84,64
86,46,83,49
76,62,74,64
59,56,58,57
90,52,78,64
91,60,83,68
63,45,59,49
97,52,94,55
83,47,80,50
96,51,91,56
78,56,75,59
74,43,69,48
89,45,82,52
67,49,64,52
79,48,76,51
69,51,62,58
79,48,70,57
75,55,76,54
74,58,71,61
75,48,72,51
79,47,78,48
84,44,81,47
63,50,62,51
74,42,64,52
94,43,88,49
69,50,69,50
87,62,81,68
85,28,74,39
77,46,75,48
77,47,71,53
84,58,81,61
85,44,72,57
84,64,80,68
86,50,81,55
78,57,74,61
80,40,74,46
69,39,62,46
65,48,58,55
94,47,88,53
82,53,78,57
73,49,74,48
67,46,65,48
90,47,86,51
78,60,75,63
79,48,74,53
79,51,77,53
92,51,84,59
83,55,79,59
97,44,93,48
66,53,63,56
80,42,72,50
67,42,61,48
100,45,84,61
73,51,71,53
80,48,74,54
82,40,79,43
81,54,77,58
90,49,86,53
84,40,78,46
85,48,76,57
71,36,65,42
67,47,64,50
76,55,76,55
89,57,88,58
101,50,90,61
84,50,78,56
64,55,67,52
87,41,82,46
85,53,79,59
77,33,68,42
