"patch1.before","patch2.before","patch1.after","patch2.after"
73,49,69,53
78,40,82,36
79,36,74,41
67,55,71,51
83,48,83,48
78,48,76,50
89,59,86,62
96,58,91,63
72,64,71,65
81,47,73,55
79,70,76,73
64,47,63,48
88,50,87,51
74,54,70,58
74,48,61,61
88,73,81,80
83,36,80,39
79,57,77,59
88,53,85,56
71,45,63,53
78,55,73,60
89,51,87,53
88,51,80,59
99,43,98,44
78,43,79,42
66,39,63,42
77,47,76,48
79,48,76,51
84,51,81,54
91,43,93,41
75,35,74,36
75,37,73,39
71,49,69,51
77,46,70,53
87,50,80,57
88,49,81,56
93,44,89,48
82,47,85,44
86,40,82,44
94,39,89,44
69,58,64,63
79,40,71,48
67,72,74,65
85,62,81,66
80,52,79,53
94,51,90,55
74,56,67,63
88,63,84,67
91,64,85,70
87,64,87,64
78,60,77,61
65,55,67,53
80,49,73,56
86,55,78,63
77,54,68,63
82,47,81,48
91,50,86,55
80,39,74,45
74,39,68,45
84,48,79,53
78,42,73,47
94,38,89,43
87,50,81,56
86,44,83,47
73,52,72,53
69,44,65,48
64,57,58,63
81,46,81,46
93,53,90,56
74,60,69,65
79,50,72,57
74,38,71,41
91,53,88,56
73,47,72,48
65,46,71,40
94,35,87,42
68,47,59,56
70,36,68,38
81,47,78,50
82,55,78,59
67,45,63,49
83,57,83,57
72,39,59,52
85,57,89,53
73,53,73,53
99,48,91,56
89,51,86,54
84,46,80,50
92,46,88,50
76,49,78,47
83,38,79,42
80,53,71,62
90,43,89,44
77,54,69,62
91,55,91,55
83,50,84,49
74,47,67,54
96,60,92,64
71,57,73,55
78,54,77,55
76,46,70,52
79,45,71,53
78,42,72,48
71,58,65,64
90,43,81,52
73,64,72,65
86,50,85,51
82,49,77,54
96,60,88,68
77,39,74,42
87,53,79,61
82,56,77,61
70,45,69,46
66,59,66,59
76,44,73,47
69,48,67,50
66,51,66,51
94,49,89,54
69,45,65,49
92,58,87,63
83,41,71,53
80,55,83,52
86,45,89,42
94,55,86,63
68,45,66,47
76,46,73,49
78,39,80,37
91,49,87,53
64,63,61,66
89,58,85,62
67,71,64,74
85,54,82,57
88,63,84,67
79,59,77,61
79,63,80,62
85,55,76,64
94,49,90,53
71,52,72,51
95,52,84,63
58,56,56,58
88,57,89,56
78,56,72,62
75,56,73,58
58,45,57,46
64,51,60,55
63,39,58,44
79,44,74,49
76,59,80,55
90,60,89,61
87,42,80,49
88,41,83,46
63,53,65,51
98,43,92,49
86,39,83,42
82,64,85,61
68,45,67,46
82,53,81,54
84,35,76,43
80,60,82,58
77,53,76,54
74,59,76,57
89,53,83,59
63,50,60,53
77,54,76,55
77,44,67,54
96,57,90,63
84,53,78,59
89,52,91,50
101,43,91,53
70,59,70,59
60,39,59,40
72,62,67,67
68,46,68,46
78,65,77,66
94,45,92,47
80,57,81,56
84,41,84,41
65,54,61,58
80,64,77,67
72,63,70,65
87,51,81,57
75,48,72,51
92,45,80,57
74,63,77,60
94,43,85,52
63,47,60,50
65,49,66,48
72,51,70,53
80,54,78,56
62,56,58,60
77,52,77,52
79,47,73,53
75,41,75,41
70,50,70,50
86,56,84,58
71,53,67,57
99,52,94,57
75,59,69,65
98,67,92,73
93,47,89,51
90,48,84,54
73,40,71,42
69,44,63,50
95,46,93,48
98,60,93,65
63,43,59,47
91,52,87,56
75,51,73,53
87,56,81,62
77,42,70,49
74,49,76,47
74,54,75,53
82,60,79,63
69,54,72,51
76,52,71,57
77,49,74,52
84,44,82,46
90,54,83,61
82,41,80,43
80,46,73,53
87,55,88,54
71,48,69,50
78,41,73,46
54,62,55,61
90,42,84,48
69,39,63,45
87,47,73,61
84,48,84,48
86,52,81,57
84,49,81,52
80,63,77,66
69,37,61,45
89,58,87,60
97,50,95,52
80,55,78,57
103,45,96,52
69,49,65,53
97,47,97,47
76,57,80,53
68,57,67,58
73,58,78,53
82,55,77,60
90,58,88,60
84,48,82,50
72,60,75,57
86,62,87,61
83,51,76,58
85,63,83,65
83,45,77,51
89,43,83,49
72,43,72,43
83,45,73,55
78,59,79,58
77,54,80,51
92,51,86,57
75,51,71,55
82,45,72,55
93,54,92,55
84,49,82,51
87,46,83,50
91,51,84,58
70,56,70,56
78,63,83,58
70,51,69,52
95,36,88,43
75,55,72,58
81,46,76,51
73,51,69,55
70,55,68,57
86,61,89,58
91,52,82,61
71,51,66,56
85,40,76,49
99,44,94,49
67,60,66,61
83,48,83,48
66,41,58,49
83,53,75,61
87,46,82,51
65,41,66,40
84,60,78,66
62,62,57,67
91,46,89,48
76,54,71,59
77,46,75,48
81,51,77,55
86,38,81,43
62,52,63,51
75,46,67,54
77,59,78,58
85,47,87,45
71,43,69,45
73,39,68,44
84,47,79,52
68,56,74,50
74,46,74,46
69,60,66,63
74,53,73,54
66,37,65,38
90,53,86,57
84,45,79,50
89,62,92,59
82,44,76,50
71,54,71,54
71,57,65,63
81,49,80,50
92,45,83,54
86,48,82,52
84,35,83,36
62,52,63,51
78,59,75,62
77,54,76,55
76,49,70,55
76,50,72,54
80,58,75,63
74,49,71,52
80,47,79,48
82,42,81,43
73,60,80,53
79,55,77,57
94,47,93,48
73,43,68,48
92,52,89,55
81,46,82,45
87,49,81,55
62,45,60,47
76,48,75,49
82,48,80,50
74,54,70,58
83,44,74,53
91,51,90,52
68,43,68,43
81,56,77,60
76,63,72,67
68,65,65,68
83,44,84,43
76,40,72,44
73,48,75,46
96,54,91,59
83,38,82,39
77,49,76,50
83,51,79,55
78,64,83,59
81,52,84,49
77,37,72,42
83,51,82,52
83,53,82,54
78,45,74,49
84,60,80,64
87,47,85,49
89,52,83,58
94,41,87,48
69,55,65,59
103,57,97,63
89,53,81,61
75,43,67,51
83,42,78,47
76,52,75,53
78,45,75,48
81,38,72,47
74,55,72,57
82,41,78,45
72,50,64,58
62,47,62,47
75,49,68,56
75,53,73,55
76,57,71,62
77,56,70,63
82,43,77,48
72,30,72,30
92,55,87,60
97,43,100,40
74,39,70,43
102,55,96,61
66,44,66,44
83,50,75,58
77,50,71,56
75,64,75,64
81,38,78,41
60,62,59,63
75,49,65,59
83,55,80,58
74,67,74,67
64,52,62,54
69,61,66,64
102,52,102,52
79,52,70,61
76,51,72,55
81,52,78,55
78,38,76,40
76,54,73,57
74,56,76,54
90,55,81,64
87,59,85,61
70,56,69,57
80,61,76,65
93,48,89,52
76,54,75,55
76,73,80,69
90,63,88,65
86,60,83,63
84,48,78,54
70,51,65,56
79,53,77,55
84,44,79,49
89,60,85,64
81,57,82,56
77,61,76,62
92,48,94,46
78,42,78,42
77,50,74,53
64,45,55,54
75,48,70,53
67,49,64,52
89,53,87,55
70,51,68,53
75,34,72,37
87,47,81,53
72,54,71,55
80,42,77,45
77,40,77,40
92,51,85,58
60,45,57,48
83,49,82,50
86,44,77,53
79,38,75,42
64,59,68,55
82,50,83,49
66,49,63,52
81,61,79,63
82,44,72,54
78,51,69,60
88,40,80,48
78,54,76,56
78,53,73,58
66,46,66,46
96,61,93,64
74,58,76,56
69,50,69,50
76,45,71,50
83,42,77,48
96,53,93,56
71,48,75,44
68,53,67,54
89,53,83,59
76,54,68,62
81,48,81,48
76,51,73,54
81,43,81,43
83,53,84,52
78,61,71,68
71,36,68,39
78,54,72,60
81,44,76,49
79,68,73,74
85,42,80,47
74,49,70,53
85,34,75,44
92,50,89,53
64,56,60,60
73,47,74,46
71,47,70,48
64,51,58,57
81,45,83,43
74,46,69,51
74,55,77,52
76,65,71,70
75,52,67,60
82,49,75,56
89,45,88,46
80,54,78,56
79,59,72,66
77,35,75,37
83,43,80,46
67,51,65,53
75,46,69,52
74,61,74,61
100,45,99,46
81,41,79,43
85,46,78,53
74,53,68,59
98,54,92,60
67,44,65,46
74,56,71,59
78,57,79,56
95,50,92,53
83,57,79,61
83,43,75,51
84,51,83,52
90,54,92,52
85,52,82,55
79,43,77,45
62,38,61,39
75,51,74,52
67,46,65,48
79,45,76,48
81,44,76,49
89,45,82,52
84,51,72,63
78,48,76,50
85,45,87,43
73,48,76,45
74,48,71,51
64,43,60,47
84,61,84,61
71,54,67,58
75,51,77,49
82,50,81,51
88,40,83,45
71,53,67,57
97,52,94,55
73,43,71,45
79,53,78,54
68,54,70,52
81,53,83,51
76,50,74,52
71,43,66,48
89,31,82,38
80,70,79,71
91,50,79,62
63,59,60,62
78,55,86,47
93,51,87,57
65,54,62,57
83,37,75,45
86,49,84,51
80,58,80,58
100,48,96,52
72,46,64,54
83,48,75,56
80,56,73,63
89,49,80,58
64,53,64,53
73,53,71,55
77,55,72,60
84,52,78,58
74,43,74,43
70,50,67,53
79,46,75,50
71,48,71,48
70,43,70,43
71,44,69,46
86,64,82,68
78,53,72,59
86,38,77,47
85,47,82,50
68,54,66,56
80,66,77,69
68,56,70,54
76,52,76,52
63,44,56,51
63,62,66,59
80,60,79,61
105,50,96,59
90,54,96,48
90,49,83,56
81,50,75,56
70,45,67,48
70,55,73,52
77,57,73,61
86,56,84,58
68,40,65,43
79,54,69,64
90,54,86,58
74,36,74,36
83,61,81,63
82,46,72,56
70,48,64,54
80,57,78,59
89,42,83,48
79,48,76,51
79,47,74,52
77,60,74,63
57,55,57,55
78,48,71,55
86,38,84,40
75,44,72,47
75,55,73,57
87,53,85,55
81,58,75,64
74,62,70,66
83,56,83,56
79,43,76,46
73,44,66,51
84,42,80,46
69,40,70,39
64,48,63,49
73,35,71,37
77,51,73,55
78,53,76,55
94,48,89,53
79,40,73,46
67,46,66,47
94,46,94,46
90,52,85,57
66,47,60,53
81,61,72,70
73,58,70,61
79,48,69,58
68,59,71,56
77,45,75,47
76,53,72,57
88,52,84,56
88,55,89,54
77,56,71,62
75,56,79,52
85,49,73,61
70,41,67,44
81,47,73,55
60,52,54,58
77,55,72,60
87,50,87,50
76,37,70,43
84,54,83,55
84,58,82,60
85,47,75,57
74,52,75,51
76,44,71,49
74,48,70,52
79,61,79,61
67,40,64,43
81,40,77,44
71,59,67,63
84,41,82,43
82,49,80,51
76,58,79,55
70,53,65,58
74,48,74,48
84,50,82,52
57,42,62,37
82,49,79,52
66,49,61,54
83,57,81,59
88,42,83,47
84,53,78,59
77,53,73,57
86,47,81,52
73,50,68,55
67,52,66,53
82,48,81,49
72,46,68,50
85,53,80,58
82,59,79,62
69,50,71,48
77,51,73,55
84,61,81,64
77,46,71,52
75,50,77,48
80,51,78,53
77,56,75,58
85,39,75,49
75,49,70,54
97,48,96,49
78,51,74,55
89,45,84,50
89,64,86,67
77,59,70,66
94,42,88,48
64,53,63,54
84,47,80,51
78,59,71,66
72,51,71,52
89,49,84,54
81,55,74,62
84,51,75,60
82,46,77,51
75,49,73,51
90,53,87,56
75,69,77,67
84,59,87,56
81,68,73,76
87,53,84,56
72,65,72,65
91,48,83,56
85,46,83,48
78,40,75,43
73,53,72,54
87,44,85,46
65,53,64,54
86,49,79,56
100,52,92,60
68,49,68,49
72,53,68,57
94,57,87,64
76,57,74,59
73,55,72,56
72,57,70,59
92,53,83,62
91,55,89,57
74,54,69,59
82,48,80,50
78,55,80,53
97,51,90,58
90,52,88,54
78,51,79,50
84,54,80,58
79,39,73,45
96,68,94,70
74,61,71,64
78,61,73,66
77,41,73,45
79,58,77,60
63,53,63,53
86,44,84,46
95,43,92,46
80,55,74,61
80,52,75,57
83,56,82,57
87,43,81,49
95,43,84,54
94,45,89,50
83,57,89,51
75,61,75,61
74,49,74,49
65,61,65,61
90,42,89,43
68,39,68,39
81,43,86,38
75,47,78,44
88,57,85,60
81,50,84,47
70,35,65,40
85,54,83,56
79,42,77,44
90,51,84,57
77,55,77,55
87,58,87,58
87,42,89,40
86,49,84,51
72,56,67,61
79,46,75,50
83,48,81,50
82,54,84,52
69,51,71,49
72,47,67,52
75,46,74,47
69,50,68,51
67,45,64,48
76,46,72,50
96,55,96,55
74,41,76,39
99,55,95,59
91,55,82,64
85,54,82,57
72,47,70,49
65,51,61,55
80,52,81,51
88,58,84,62
96,54,87,63
68,64,67,65
77,42,74,45
82,41,75,48
69,50,66,53
78,68,71,75
82,41,79,44
87,54,78,63
92,54,90,56
87,57,86,58
90,44,83,51
91,56,87,60
87,47,83,51
79,38,78,39
74,60,72,62
89,50,89,50
90,41,91,40
77,40,74,43
77,43,72,48
82,48,78,52
87,47,83,51
96,57,96,57
80,47,77,50
73,64,76,61
83,52,85,50
74,56,73,57
81,56,80,57
69,58,67,60
62,44,57,49
69,51,69,51
81,54,79,56
86,55,85,56
80,51,75,56
90,50,89,51
85,46,84,47
87,50,75,62
102,41,102,41
66,40,62,44
65,49,62,52
78,50,74,54
83,53,85,51
86,55,80,61
98,49,89,58
73,41,67,47
80,51,78,53
71,42,65,48
92,47,86,53
84,59,83,60
81,49,70,60
78,54,72,60
83,65,77,71
89,55,82,62
79,46,82,43
82,61,83,60
81,44,78,47
69,50,71,48
77,56,75,58
68,45,66,47
74,43,70,47
71,44,65,50
69,58,66,61
83,48,81,50
79,64,75,68
79,44,83,40
76,36,74,38
65,44,68,41
103,63,99,67
93,45,90,48
69,52,70,51
87,41,82,46
80,39,71,48
69,50,62,57
76,58,74,60
78,50,83,45
84,61,78,67
71,55,67,59
102,57,100,59
93,51,92,52
67,51,68,50
70,47,69,48
63,50,60,53
79,60,73,66
71,50,73,48
75,59,69,65
83,62,79,66
77,58,76,59
91,47,90,48
76,40,71,45
80,49,73,56
75,52,68,59
63,49,64,48
93,39,82,50
73,55,68,60
70,38,70,38
76,45,73,48
83,49,79,53
87,40,89,38
78,34,76,36
69,48,64,53
68,45,72,41
78,55,78,55
95,54,95,54
77,56,72,61
76,50,70,56
88,57,78,67
79,47,75,51
84,39,81,42
77,52,69,60
61,52,58,55
77,63,78,62
75,41,74,42
76,57,77,56
77,49,69,57
87,46,83,50
84,54,75,63
70,56,72,54
98,42,91,49
87,52,85,54
77,43,72,48
83,56,75,64
74,44,73,45
73,43,73,43
81,38,77,42
80,66,74,72
74,44,67,51
71,48,77,42
68,44,70,42
88,56,88,56
74,54,75,53
86,46,88,44
81,33,72,42
93,50,90,53
77,65,75,67
84,44,80,48
77,50,69,58
74,44,74,44
83,53,74,62
87,52,85,54
83,54,77,60
85,64,87,62
88,53,80,61
73,53,72,54
72,43,71,44
87,39,80,46
70,41,65,46
59,55,55,59
71,48,64,55
87,44,79,52
77,40,72,45
79,54,72,61
73,56,73,56
79,60,78,61
84,33,81,36
80,54,76,58
76,41,76,41
84,49,83,50
85,59,84,60
94,51,95,50
73,56,71,58
70,44,65,49
76,52,72,56
65,63,64,64
73,52,77,48
85,52,86,51
71,53,70,54
71,59,73,57
70,50,73,47
86,51,84,53
86,53,84,55
97,51,91,57
80,47,81,46
78,52,81,49
76,50,72,54
84,44,85,43
77,34,75,36
73,44,69,48
66,48,65,49
77,51,72,56
74,45,74,45
80,59,75,64
75,41,70,46
81,53,80,54
81,55,82,54
84,56,82,58
63,44,59,48
84,55,78,61
83,43,79,47
89,40,86,43
74,49,78,45
93,52,90,55
79,49,80,48
83,36,76,43
77,41,67,51
64,61,60,65
82,52,81,53
88,49,85,52
85,49,79,55
81,57,70,68
66,52,64,54
68,53,72,49
74,42,70,46
90,50,87,53
78,38,75,41
84,59,79,64
84,52,83,53
75,57,71,61
86,47,80,53
79,42,72,49
78,47,76,49
78,63,75,66
87,49,76,60
83,41,74,50
68,50,58,60
80,40,83,37
91,51,91,51
82,58,76,64
78,50,76,52
76,63,75,64
85,51,79,57
81,34,78,37
74,49,67,56
82,64,80,66
83,64,79,68
78,43,73,48
87,63,85,65
93,65,86,72
81,47,70,58
80,60,77,63
74,56,73,57
72,34,69,37
84,52,85,51
85,43,84,44
79,49,75,53
76,51,72,55
74,61,74,61
83,51,80,54
71,60,73,58
83,50,74,59
91,49,79,61
88,59,85,62
67,56,63,60
81,52,79,54
80,52,81,51
84,47,78,53
83,53,79,57
64,49,55,58
72,55,76,51
80,46,79,47
96,60,97,59
74,38,66,46
77,55,77,55
88,55,82,61
84,44,81,47
75,53,70,58
85,49,79,55
86,44,81,49
66,48,66,48
79,46,75,50
70,45,67,48
91,43,80,54
90,51,86,55
76,49,73,52
84,46,78,52
97,50,86,61
74,60,77,57
74,55,71,58
78,52,78,52
68,52,66,54
73,47,72,48
67,52,66,53
78,45,78,45
89,51,89,51
67,60,66,61
72,51,68,55
65,63,61,67
56,45,50,51
86,42,81,47
82,53,78,57
79,53,78,54
90,58,83,65
98,42,92,48
74,51,72,53
80,50,77,53
78,53,76,55
102,46,95,53
66,47,61,52
69,43,64,48
62,45,61,46
78,43,81,40
78,43,81,40
74,46,67,53
96,42,86,52
86,48,85,49
106,47,92,61
73,52,67,58
78,57,76,59
81,46,81,46
77,43,75,45
75,57,77,55
95,49,96,48
61,46,59,48
81,41,71,51
67,56,70,53
73,38,72,39
80,38,76,42
66,51,64,53
86,60,89,57
83,52,74,61
70,51,67,54
64,53,68,49
78,51,75,54
81,52,76,57
81,49,76,54
64,55,63,56
80,45,79,46
67,43,64,46
82,64,86,60
74,47,75,46
86,52,82,56
77,39,74,42
73,42,71,44
87,60,86,61
85,58,86,57
85,45,76,54
94,49,94,49
103,50,101,52
75,45,70,50
82,54,85,51
82,56,82,56
73,52,68,57
77,51,77,51
83,52,84,51
77,59,73,63
74,46,72,48
92,46,92,46
72,56,63,65
79,46,73,52
76,59,74,61
68,45,61,52
78,57,67,68
88,48,87,49
79,43,78,44
76,52,69,59
84,48,78,54
61,36,66,31
73,44,69,48
73,44,69,48
86,47,80,53
80,42,66,56
65,45,59,51
86,44,83,47
62,42,61,43
70,57,72,55
75,38,76,37
71,48,76,43
74,51,72,53
79,61,69,71
85,56,82,59
80,40,69,51
84,47,82,49
76,55,75,56
87,45,83,49
77,52,77,52
63,37,62,38
85,59,83,61
97,43,89,51
81,56,80,57
83,44,82,45
83,56,78,61
87,49,87,49
82,46,83,45
84,49,77,56
95,54,90,59
83,46,81,48
69,56,67,58
70,60,67,63
72,44,72,44
73,58,70,61
107,51,96,62
100,51,94,57
79,61,76,64
89,59,81,67
75,50,62,63
79,39,79,39
75,55,74,56
77,55,69,63
81,50,79,52
74,56,74,56
94,53,90,57
79,46,80,45
79,60,78,61
74,54,75,53
88,53,84,57
77,41,71,47
90,59,83,66
72,43,72,43
81,57,87,51
82,51,73,60
74,47,69,52
82,57,76,63
82,57,75,64
76,50,77,49
84,56,83,57
75,52,79,48
81,50,76,55
82,48,82,48
70,45,66,49
76,52,73,55
80,58,77,61
80,50,80,50
64,57,63,58
104,49,95,58
77,43,72,48
88,45,85,48
97,58,88,67
72,54,71,55
79,49,79,49
97,55,92,60
76,53,82,47
93,44,88,49
93,54,91,56
60,50,55,55
87,40,81,46
75,57,67,65
81,46,84,43
63,37,61,39
92,45,92,45
77,53,76,54
77,54,73,58
93,60,85,68
77,58,76,59
86,55,81,60
85,59,81,63
90,56,90,56
92,39,84,47
75,68,71,72
92,46,93,45
101,51,105,47
79,51,75,55
86,53,87,52
70,46,67,49
73,58,73,58
90,54,83,61
77,57,73,61
93,61,87,67
96,47,93,50
72,60,72,60
81,43,81,43
68,47,66,49
82,42,79,45
80,50,76,54
84,53,83,54
93,49,89,53
96,49,84,61
71,50,74,47
90,53,84,59
81,55,76,60
67,36,65,38
89,63,86,66
86,46,76,56
98,57,91,64
92,46,90,48
75,47,75,47
77,51,82,46
95,57,91,61
75,56,74,57
63,45,62,46
63,55,71,47
82,53,83,52
92,57,89,60
93,50,84,59
64,43,59,48
79,43,75,47
84,50,80,54
97,63,92,68
67,40,66,41
69,34,65,38
112,51,105,58
71,52,67,56
76,61,72,65
71,45,68,48
91,58,83,66
86,58,84,60
85,65,84,66
68,58,62,64
75,53,74,54
75,40,67,48
65,42,63,44
90,51,92,49
80,59,83,56
87,45,82,50
90,52,89,53
75,68,72,71
72,47,70,49
73,34,74,33
67,61,65,63
78,57,81,54
75,46,70,51
87,61,88,60
80,50,76,54
83,49,79,53
71,44,70,45
95,39,88,46
72,44,64,52
90,64,93,61
86,47,88,45
67,46,60,53
79,48,71,56
94,59,90,63
77,45,74,48
101,56,91,66
74,54,76,52
89,50,83,56
97,56,96,57
85,57,77,65
72,43,69,46
74,44,75,43
90,52,86,56
83,62,81,64
85,47,81,51
83,49,81,51
71,50,65,56
85,54,81,58
70,52,62,60
90,53,87,56
65,60,67,58
69,53,68,54
71,54,70,55
87,51,82,56
70,50,74,46
77,53,74,56
80,49,83,46
100,41,94,47
84,56,83,57
88,46,82,52
82,51,81,52
93,56,98,51
79,51,76,54
71,51,65,57
83,48,74,57
79,54,76,57
77,42,77,42
95,55,85,65
80,43,77,46
91,56,85,62
71,62,78,55
76,55,78,53
74,50,75,49
97,39,89,47
72,47,67,52
88,52,89,51
84,57,77,64
80,45,76,49
65,51,69,47
84,51,76,59
68,53,64,57
64,52,65,51
86,45,85,46
87,52,84,55
82,48,81,49
67,53,67,53
71,51,69,53
85,52,83,54
76,52,72,56
75,46,77,44
83,58,82,59
82,66,78,70
73,51,63,61
72,58,73,57
76,48,74,50
64,49,60,53
77,53,77,53
81,50,77,54
83,61,85,59
96,41,96,41
83,51,77,57
68,48,67,49
80,53,81,52
79,52,76,55
85,46,80,51
77,48,77,48
100,57,90,67
96,60,95,61
86,59,86,59
91,41,82,50
82,47,77,52
91,40,85,46
70,45,70,45
76,56,78,54
76,58,74,60
76,50,78,48
100,51,97,54
95,48,89,54
106,53,103,56
63,52,66,49
70,52,61,61
83,56,75,64
65,56,63,58
81,46,74,53
79,52,73,58
92,48,93,47
89,40,86,43
87,35,87,35
70,42,68,44
83,47,74,56
88,53,88,53
70,47,69,48
85,52,86,51
94,51,91,54
74,48,77,45
84,39,80,43
80,53,81,52
77,68,81,64
82,45,83,44
80,49,71,58
85,50,76,59
80,47,82,45
93,52,89,56
90,50,84,56
82,54,75,61
82,43,76,49
67,39,66,40
84,48,80,52
80,50,77,53
78,58,77,59
81,40,73,48
92,43,86,49
83,43,84,42
81,44,80,45
72,54,75,51
76,49,74,51
74,43,65,52
74,38,69,43
83,40,78,45
89,46,84,51
89,50,91,48
85,43,83,45
87,53,74,66
73,44,69,48
85,45,82,48
87,55,80,62
78,48,74,52
84,58,80,62
78,49,78,49
86,47,80,53
85,42,78,49
95,43,86,52
72,45,70,47
91,60,89,62
70,55,70,55
85,55,82,58
86,61,81,66
93,39,85,47
70,49,72,47
74,49,68,55
75,63,76,62
84,37,79,42
84,48,80,52
77,46,73,50
77,59,75,61
84,52,78,58
84,53,82,55
77,69,77,69
94,37,90,41
81,57,69,69
61,40,53,48
91,57,87,61
79,50,82,47
78,59,73,64
89,53,90,52
77,55,68,64
68,40,62,46
66,37,63,40
80,45,72,53
88,50,86,52
88,42,87,43
83,46,80,49
81,47,76,52
81,50,81,50
81,50,79,52
75,52,73,54
78,37,74,41
71,54,73,52
75,41,69,47
85,49,78,56
74,49,69,54
87,57,86,58
64,42,64,42
90,50,90,50
66,47,62,51
70,53,68,55
89,59,79,69
80,60,78,62
63,52,67,48
85,38,83,40
99,45,93,51
68,47,65,50
76,50,75,51
74,62,75,61
88,56,84,60
68,53,66,55
84,58,79,63
89,47,85,51
76,34,73,37
76,53,80,49
79,47,72,54
83,60,86,57
68,44,70,42
85,47,84,48
88,61,89,60
91,46,79,58
82,51,77,56
87,51,87,51
81,57,78,60
89,54,86,57
67,56,65,58
96,40,89,47
73,52,72,53
82,55,79,58
73,55,77,51
88,48,79,57
90,53,90,53
83,61,86,58
75,47,75,47
97,57,88,66
78,49,72,55
94,53,81,66
89,52,84,57
78,49,80,47
77,46,75,48
94,36,85,45
89,58,85,62
78,44,71,51
68,51,69,50
75,49,76,48
78,49,77,50
73,41,73,41
72,46,73,45
84,66,83,67
79,52,77,54
83,60,78,65
68,50,68,50
75,49,73,51
82,61,78,65
84,54,81,57
92,44,80,56
76,34,70,40
80,49,76,53
77,45,77,45
95,54,92,57
75,44,69,50
90,45,87,48
72,51,69,54
77,40,72,45
89,64,88,65
82,49,84,47
88,50,88,50
87,56,77,66
83,57,75,65
86,62,86,62
68,40,65,43
88,49,83,54
103,47,91,59
93,62,89,66
67,52,62,57
70,62,70,62
92,53,87,58
93,51,87,57
75,49,70,54
91,61,88,64
92,56,91,57
75,51,80,46
70,55,69,56
76,65,72,69
80,65,81,64
81,51,78,54
80,52,72,60
95,38,91,42
82,48,82,48
92,59,83,68
83,46,82,47
72,42,69,45
83,61,77,67
80,43,82,41
83,34,75,42
60,51,61,50
88,56,83,61
89,53,90,52
101,44,99,46
85,41,81,45
77,42,73,46
75,42,74,43
86,50,78,58
99,47,93,53
85,54,82,57
97,45,85,57
75,48,73,50
75,36,67,44
81,43,78,46
80,48,72,56
73,46,66,53
74,42,68,48
66,51,60,57
80,38,76,42
84,55,74,65
80,45,72,53
69,45,61,53
107,59,103,63
70,64,74,60
70,53,66,57
85,39,79,45
90,26,86,30
69,39,66,42
88,50,84,54
87,51,85,53
73,48,67,54
76,40,69,47
95,51,89,57
71,45,74,42
101,39,94,46
73,34,68,39
97,42,93,46
89,49,83,55
79,53,69,63
96,39,88,47
69,54,71,52
83,46,79,50
86,63,83,66
80,46,72,54
82,48,85,45
60,46,58,48
82,47,79,50
64,56,69,51
73,60,73,60
74,52,73,53
94,46,89,51
86,54,83,57
87,51,87,51
80,62,82,60
75,47,69,53
83,58,80,61
61,48,58,51
81,54,81,54
72,48,60,60
86,55,83,58
75,61,76,60
81,47,80,48
69,48,70,47
66,62,66,62
91,48,84,55
79,45,78,46
71,53,63,61
76,47,68,55
81,49,80,50
63,53,64,52
91,41,90,42
91,48,85,54
69,46,67,48
84,60,82,62
101,52,91,62
78,34,73,39
89,49,82,56
90,57,85,62
73,35,70,38
78,45,77,46
73,51,72,52
77,60,70,67
74,53,69,58
76,47,74,49
57,49,60,46
97,45,86,56
95,46,84,57
86,47,85,48
81,52,84,49
89,43,80,52
92,39,81,50
95,59,93,61
78,56,72,62
71,58,72,57
74,60,75,59
79,50,77,52
84,55,79,60
75,47,71,51
80,42,78,44
104,49,102,51
89,38,75,52
72,49,70,51
83,51,76,58
76,54,77,53
70,57,69,58
73,52,72,53
100,55,95,60
90,50,84,56
84,53,74,63
70,53,70,53
84,46,82,48
85,41,79,47
61,45,58,48
80,52,80,52
72,56,68,60
66,33,59,40
68,56,69,55
87,59,81,65
77,57,79,55
63,42,58,47
77,57,75,59
88,42,84,46
67,38,59,46
76,54,77,53
78,48,71,55
82,50,77,55
92,51,93,50
76,45,71,50
79,50,79,50
63,46,59,50
73,33,71,35
72,38,70,40
98,53,96,55
86,47,82,51
69,47,71,45
89,57,84,62
82,57,83,56
79,36,74,41
72,43,70,45
69,44,67,46
97,50,95,52
84,60,78,66
68,57,64,61
65,52,57,60
88,53,88,53
84,43,76,51
71,65,66,70
85,47,80,52
88,43,82,49
85,38,80,43
97,54,93,58
68,59,59,68
87,43,86,44
83,53,76,60
63,53,60,56
70,60,68,62
94,45,94,45
82,60,78,64
83,44,78,49
69,57,71,55
77,46,77,46
72,44,73,43
69,56,70,55
70,58,71,57
85,44,80,49
81,44,75,50
65,56,63,58
80,52,73,59
71,34,67,38
88,46,86,48
86,67,87,66
88,52,90,50
72,62,75,59
81,52,83,50
84,53,83,54
74,45,69,50
76,48,75,49
89,45,81,53
71,37,66,42
93,44,88,49
81,41,74,48
89,56,86,59
88,54,80,62
81,45,80,46
55,54,57,52
96,57,94,59
65,49,61,53
56,35,54,37
83,50,71,62
60,49,57,52
70,47,64,53
68,69,69,68
90,50,81,59
77,49,71,55
72,60,68,64
68,67,66,69
85,47,80,52
81,37,73,45
79,44,74,49
82,44,79,47
77,54,75,56
69,50,71,48
85,34,78,41
78,50,78,50
87,59,84,62
87,46,84,49
72,45,70,47
75,45,74,46
89,39,81,47
83,55,78,60
78,44,78,44
78,52,77,53
82,49,77,54
